epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,5320.55,0.71853,0.36332,0.81394,0.98921,1,0.995,0.84128,0.64993,0.33524,0.83079,0.000964348,0.000964348,0.000964348
22,5547.03,0.73711,0.37392,0.81558,0.99237,0.99949,0.995,0.8209,0.67217,0.33662,0.83247,0.000957015,0.000957015,0.000957015
23,5768.81,0.70436,0.35536,0.81437,0.99116,1,0.995,0.85641,0.64747,0.34186,0.83125,0.000949683,0.000949683,0.000949683
24,5972.15,0.72829,0.36244,0.81454,0.99316,1,0.995,0.82591,0.67112,0.33739,0.83145,0.00094235,0.00094235,0.00094235
25,6176.52,0.73839,0.36128,0.81738,0.99393,1,0.995,0.85366,0.65243,0.31816,0.83073,0.000935018,0.000935018,0.000935018
26,6399.41,0.71821,0.35565,0.81261,0.99207,0.99871,0.995,0.84511,0.64129,0.31881,0.83014,0.000927685,0.000927685,0.000927685
27,6682.06,0.70839,0.35639,0.81089,0.99164,1,0.995,0.83307,0.65549,0.32134,0.82975,0.000920352,0.000920352,0.000920352
28,6927.06,0.70101,0.35269,0.81391,0.99272,1,0.995,0.847,0.66638,0.33164,0.83427,0.00091302,0.00091302,0.00091302
29,7184.4,0.70973,0.35562,0.81202,0.99201,0.99877,0.995,0.85194,0.65424,0.31982,0.83148,0.000905687,0.000905687,0.000905687
30,7428.85,0.71109,0.3537,0.81016,0.99336,1,0.995,0.83922,0.66128,0.32469,0.83184,0.000898355,0.000898355,0.000898355
31,7679.5,0.71822,0.35325,0.813,0.99219,1,0.995,0.82867,0.65004,0.3206,0.82978,0.000891022,0.000891022,0.000891022
32,7895.7,0.70586,0.34848,0.81007,0.99447,1,0.995,0.84792,0.66167,0.31196,0.83309,0.000883689,0.000883689,0.000883689
33,8137.59,0.70908,0.34578,0.81417,0.99321,0.99925,0.995,0.84584,0.65964,0.32162,0.83343,0.000876357,0.000876357,0.000876357
34,8417.41,0.70023,0.34084,0.81234,0.99319,1,0.995,0.84722,0.64103,0.30449,0.83146,0.000869024,0.000869024,0.000869024
35,8632.8,0.67762,0.33959,0.81073,0.99409,0.99951,0.995,0.8444,0.64004,0.31199,0.83046,0.000861692,0.000861692,0.000861692
36,8850.55,0.69162,0.3463,0.80941,0.99376,1,0.995,0.8482,0.6695,0.3199,0.83389,0.000854359,0.000854359,0.000854359
37,9076.52,0.67665,0.33713,0.80952,0.99381,0.99964,0.995,0.85007,0.64801,0.30743,0.82982,0.000847026,0.000847026,0.000847026
38,9294.79,0.69187,0.33904,0.80993,0.99151,1,0.995,0.84435,0.6492,0.32382,0.82979,0.000839694,0.000839694,0.000839694
39,9546.14,0.70183,0.34355,0.81142,0.99353,1,0.995,0.83568,0.64308,0.31754,0.82936,0.000832361,0.000832361,0.000832361
40,9779.21,0.68189,0.33332,0.80796,0.99441,1,0.995,0.85753,0.65676,0.31162,0.8296,0.000825029,0.000825029,0.000825029
41,10003.3,0.69793,0.33783,0.81028,0.99185,1,0.995,0.84785,0.63758,0.31632,0.82977,0.000817696,0.000817696,0.000817696
42,10222.1,0.68094,0.33144,0.811,0.99175,0.99953,0.995,0.8428,0.66421,0.31386,0.83253,0.000810363,0.000810363,0.000810363
43,10435.1,0.68711,0.33585,0.80914,0.99148,1,0.995,0.84831,0.62474,0.29812,0.82967,0.000803031,0.000803031,0.000803031
44,10652.2,0.67113,0.33162,0.80893,0.99242,1,0.995,0.84865,0.62173,0.30357,0.82963,0.000795698,0.000795698,0.000795698
45,10882.2,0.67648,0.33153,0.80829,0.99338,0.99989,0.995,0.8448,0.69431,0.31672,0.83701,0.000788366,0.000788366,0.000788366
46,11110.1,0.6851,0.33609,0.81028,0.99314,0.99899,0.995,0.84779,0.6371,0.30277,0.83007,0.000781033,0.000781033,0.000781033
47,11335.9,0.67887,0.33361,0.80531,0.99221,0.99916,0.995,0.83797,0.63604,0.3043,0.82945,0.0007737,0.0007737,0.0007737
48,11553.1,0.67427,0.3318,0.81144,0.99149,1,0.995,0.85283,0.61643,0.29406,0.82762,0.000766368,0.000766368,0.000766368
49,11786.1,0.67198,0.33365,0.81154,0.99255,1,0.995,0.83408,0.65248,0.31694,0.8301,0.000759035,0.000759035,0.000759035
50,12007.9,0.65459,0.32609,0.80556,0.99425,1,0.995,0.83772,0.66781,0.30218,0.83145,0.000751703,0.000751703,0.000751703
51,12235.4,0.67545,0.32615,0.80535,0.99368,1,0.995,0.83941,0.64805,0.30093,0.83004,0.00074437,0.00074437,0.00074437
52,12465,0.66849,0.32393,0.80889,0.99281,1,0.995,0.84476,0.64391,0.29496,0.83093,0.000737037,0.000737037,0.000737037
53,12694,0.65648,0.3225,0.80699,0.99235,1,0.995,0.82948,0.64475,0.3032,0.83169,0.000729705,0.000729705,0.000729705
54,12922.8,0.66343,0.32533,0.80945,0.99407,1,0.995,0.84322,0.63606,0.30123,0.82823,0.000722372,0.000722372,0.000722372
55,13202.3,0.66313,0.32734,0.8122,0.99471,1,0.995,0.84034,0.64053,0.30078,0.82828,0.00071504,0.00071504,0.00071504
56,13452.1,0.65845,0.32542,0.80816,0.99236,1,0.995,0.84698,0.64537,0.30206,0.82947,0.000707707,0.000707707,0.000707707
57,13680.8,0.68075,0.33615,0.80975,0.99196,1,0.995,0.85271,0.65639,0.30054,0.83033,0.000700374,0.000700374,0.000700374
58,13895.3,0.65932,0.32521,0.80916,0.99106,1,0.995,0.85175,0.6414,0.30331,0.82825,0.000693042,0.000693042,0.000693042
59,14111.7,0.64769,0.31952,0.8109,0.99454,1,0.995,0.85562,0.63634,0.29094,0.82845,0.000685709,0.000685709,0.000685709
60,14324.9,0.65966,0.32302,0.80883,0.99316,0.99991,0.995,0.84735,0.62968,0.2894,0.82912,0.000678377,0.000678377,0.000678377
61,14556.8,0.65252,0.31921,0.80838,0.99271,0.9995,0.995,0.85289,0.62585,0.2886,0.82768,0.000671044,0.000671044,0.000671044
62,14774,0.63352,0.31915,0.80671,0.99049,1,0.995,0.83563,0.64453,0.2942,0.8296,0.000663711,0.000663711,0.000663711
63,14986.1,0.64902,0.31956,0.80813,0.99437,1,0.995,0.84759,0.64712,0.29911,0.83072,0.000656379,0.000656379,0.000656379
64,15252.9,0.66378,0.32551,0.80814,0.99467,0.99799,0.995,0.846,0.65853,0.30145,0.8296,0.000649046,0.000649046,0.000649046
65,15482.9,0.65653,0.32194,0.80703,0.9952,1,0.995,0.84982,0.65744,0.30084,0.8316,0.000641714,0.000641714,0.000641714
66,15724,0.64853,0.31992,0.80566,0.99223,0.99873,0.995,0.84475,0.66216,0.30786,0.83,0.000634381,0.000634381,0.000634381
67,15941.8,0.66894,0.32451,0.80879,0.99351,1,0.995,0.85135,0.65769,0.30496,0.82916,0.000627048,0.000627048,0.000627048
68,16175.3,0.67151,0.32499,0.80975,0.99504,1,0.995,0.85642,0.63228,0.29191,0.82885,0.000619716,0.000619716,0.000619716
69,16414.6,0.64624,0.31311,0.80694,0.99202,0.9988,0.995,0.85628,0.65545,0.28572,0.82989,0.000612383,0.000612383,0.000612383
70,16641.5,0.65756,0.3173,0.8104,0.99347,1,0.995,0.84238,0.68132,0.29523,0.83073,0.000605051,0.000605051,0.000605051
71,16862.6,0.65167,0.31288,0.80516,0.99258,1,0.995,0.85859,0.63963,0.28677,0.83039,0.000597718,0.000597718,0.000597718
72,17078.8,0.64586,0.31276,0.80591,0.99327,1,0.995,0.85528,0.64756,0.29211,0.83241,0.000590385,0.000590385,0.000590385
73,17295.8,0.62861,0.31181,0.80482,0.99384,1,0.995,0.84767,0.64068,0.29536,0.83062,0.000583053,0.000583053,0.000583053
74,17516.2,0.64693,0.31373,0.8048,0.99217,1,0.995,0.8485,0.64736,0.29388,0.8311,0.00057572,0.00057572,0.00057572
75,17713.3,0.63644,0.30945,0.80414,0.99146,1,0.995,0.85168,0.64127,0.289,0.83027,0.000568388,0.000568388,0.000568388
76,17921.5,0.6314,0.31175,0.8067,0.9923,0.99924,0.995,0.85507,0.64722,0.30729,0.82916,0.000561055,0.000561055,0.000561055
77,18140.9,0.62837,0.30633,0.80617,0.99296,1,0.995,0.86208,0.6499,0.28073,0.82975,0.000553722,0.000553722,0.000553722
78,18348.5,0.63052,0.30749,0.80587,0.99302,1,0.995,0.86662,0.62544,0.28855,0.82846,0.00054639,0.00054639,0.00054639
79,18559.1,0.63023,0.30698,0.8035,0.99051,1,0.995,0.85748,0.62645,0.28814,0.82832,0.000539057,0.000539057,0.000539057
80,18767,0.62506,0.30406,0.80493,0.99273,1,0.995,0.84563,0.64798,0.29005,0.83001,0.000531725,0.000531725,0.000531725
81,18982.4,0.63997,0.30857,0.80822,0.99553,1,0.995,0.85844,0.62277,0.28527,0.82852,0.000524392,0.000524392,0.000524392
82,19192,0.62149,0.30377,0.80553,0.99111,1,0.995,0.85928,0.6404,0.28574,0.83026,0.000517059,0.000517059,0.000517059
83,19399.9,0.63218,0.30683,0.80846,0.99292,1,0.995,0.87408,0.61339,0.28371,0.82738,0.000509727,0.000509727,0.000509727
84,19648,0.61889,0.30191,0.81004,0.99248,1,0.995,0.85956,0.65261,0.28732,0.82922,0.000502394,0.000502394,0.000502394
85,19890.8,0.62912,0.30799,0.80248,0.9933,1,0.995,0.85628,0.63913,0.29682,0.82977,0.000495062,0.000495062,0.000495062
86,20157.5,0.6276,0.30673,0.80169,0.99476,1,0.995,0.86884,0.64222,0.28857,0.83041,0.000487729,0.000487729,0.000487729
87,20396.6,0.62056,0.3042,0.80505,0.99354,1,0.995,0.85962,0.64616,0.28996,0.82958,0.000480396,0.000480396,0.000480396
88,20630,0.63053,0.30488,0.80613,0.99665,1,0.995,0.8605,0.63332,0.29323,0.82821,0.000473064,0.000473064,0.000473064
89,20885.3,0.62664,0.30444,0.80587,0.99367,1,0.995,0.84575,0.63283,0.27796,0.82813,0.000465731,0.000465731,0.000465731
90,21137,0.62194,0.30254,0.8036,0.99256,1,0.995,0.86354,0.66548,0.28915,0.83118,0.000458399,0.000458399,0.000458399
91,21409.2,0.62281,0.30374,0.80483,0.99141,1,0.995,0.85384,0.64977,0.29011,0.83006,0.000451066,0.000451066,0.000451066
92,21675.7,0.62026,0.29935,0.80606,0.99153,1,0.995,0.85729,0.65225,0.28541,0.83007,0.000443733,0.000443733,0.000443733
93,21951.1,0.61907,0.30225,0.80442,0.99239,1,0.995,0.85883,0.62482,0.28302,0.82756,0.000436401,0.000436401,0.000436401
94,22212.1,0.60908,0.29683,0.80416,0.99115,1,0.995,0.86093,0.63729,0.28152,0.8295,0.000429068,0.000429068,0.000429068
95,22444.9,0.62725,0.30164,0.80456,0.99202,1,0.995,0.86716,0.63253,0.28014,0.8275,0.000421736,0.000421736,0.000421736
96,22682,0.61583,0.29616,0.79973,0.99297,1,0.995,0.86723,0.64342,0.28896,0.82882,0.000414403,0.000414403,0.000414403
97,22917.2,0.60458,0.29546,0.80011,0.99446,1,0.995,0.85792,0.64659,0.28332,0.82866,0.00040707,0.00040707,0.00040707
98,23142,0.61034,0.29576,0.80651,0.99106,1,0.995,0.86731,0.62811,0.28055,0.82848,0.000399738,0.000399738,0.000399738
99,23382.6,0.59568,0.29063,0.80071,0.99209,1,0.995,0.85738,0.62877,0.2753,0.82837,0.000392405,0.000392405,0.000392405
100,23640.3,0.61139,0.29402,0.80228,0.99367,1,0.995,0.87002,0.6282,0.28297,0.82762,0.000385073,0.000385073,0.000385073
101,23884.4,0.60486,0.29399,0.80373,0.99342,1,0.995,0.86242,0.61641,0.26992,0.82709,0.00037774,0.00037774,0.00037774
102,24093.1,0.60511,0.29312,0.80175,0.99093,1,0.995,0.8541,0.63547,0.27988,0.8292,0.000370407,0.000370407,0.000370407
103,24288,0.60884,0.29608,0.80238,0.9932,1,0.995,0.85445,0.63434,0.27768,0.82873,0.000363075,0.000363075,0.000363075
104,24495.8,0.60615,0.29752,0.805,0.99566,1,0.995,0.87359,0.6299,0.28119,0.8288,0.000355742,0.000355742,0.000355742
105,24711,0.606,0.29506,0.80268,0.99204,1,0.995,0.86829,0.63019,0.28231,0.82779,0.00034841,0.00034841,0.00034841
106,24923.8,0.60892,0.2984,0.80743,0.99242,1,0.995,0.87165,0.63066,0.28626,0.82937,0.000341077,0.000341077,0.000341077
107,25132.2,0.5962,0.29177,0.80281,0.99325,0.99975,0.995,0.86519,0.62788,0.27653,0.8288,0.000333744,0.000333744,0.000333744
108,25381.6,0.60483,0.2968,0.80126,0.99301,1,0.995,0.86777,0.62201,0.27872,0.8277,0.000326412,0.000326412,0.000326412
109,25760.4,0.6172,0.29695,0.8035,0.99376,1,0.995,0.87006,0.60714,0.27029,0.82747,0.000319079,0.000319079,0.000319079
110,26142.1,0.59474,0.29264,0.80358,0.99227,1,0.995,0.85587,0.61531,0.27654,0.82729,0.000311747,0.000311747,0.000311747
111,26387.3,0.59931,0.29406,0.80387,0.99379,1,0.995,0.85615,0.63611,0.28303,0.82847,0.000304414,0.000304414,0.000304414
112,26578,0.5981,0.29134,0.79936,0.99241,1,0.995,0.86248,0.64118,0.2888,0.82836,0.000297081,0.000297081,0.000297081
113,26773.3,0.59911,0.29022,0.80382,0.99298,1,0.995,0.86114,0.63434,0.28209,0.82868,0.000289749,0.000289749,0.000289749
114,26967.4,0.60142,0.29293,0.80403,0.99238,1,0.995,0.87069,0.62147,0.27841,0.82968,0.000282416,0.000282416,0.000282416
115,27162.9,0.59156,0.28842,0.8014,0.99216,1,0.995,0.86018,0.62529,0.28627,0.82817,0.000275084,0.000275084,0.000275084
116,27359.3,0.58727,0.28559,0.80471,0.99299,1,0.995,0.86348,0.63314,0.27659,0.82843,0.000267751,0.000267751,0.000267751
117,27555.6,0.59109,0.29018,0.80279,0.99362,1,0.995,0.86296,0.62203,0.27828,0.82765,0.000260418,0.000260418,0.000260418
118,27760.7,0.58624,0.28586,0.79809,0.99345,1,0.995,0.86809,0.62157,0.28076,0.82744,0.000253086,0.000253086,0.000253086
119,27968.4,0.58691,0.28621,0.7995,0.9922,1,0.995,0.86573,0.63421,0.27469,0.82775,0.000245753,0.000245753,0.000245753
120,28168.4,0.59133,0.28904,0.80141,0.99174,1,0.995,0.86672,0.63739,0.27342,0.82938,0.000238421,0.000238421,0.000238421
121,28367.8,0.58588,0.28761,0.80186,0.99064,1,0.995,0.85956,0.63614,0.27243,0.82889,0.000231088,0.000231088,0.000231088
122,28562.2,0.5863,0.28569,0.79993,0.99199,1,0.995,0.86872,0.64205,0.27469,0.82861,0.000223755,0.000223755,0.000223755
123,28759.5,0.58111,0.28214,0.79883,0.99216,1,0.995,0.85888,0.62922,0.2706,0.82803,0.000216423,0.000216423,0.000216423
124,28956.2,0.59282,0.28674,0.80432,0.99143,1,0.995,0.86919,0.65067,0.27938,0.82945,0.00020909,0.00020909,0.00020909
125,29157.5,0.58352,0.28386,0.7984,0.99149,1,0.995,0.858,0.6286,0.27453,0.82845,0.000201758,0.000201758,0.000201758
126,29355.1,0.57705,0.27798,0.80407,0.99178,1,0.995,0.85335,0.62618,0.27654,0.82744,0.000194425,0.000194425,0.000194425
127,29555.7,0.58253,0.28315,0.79942,0.99115,1,0.995,0.85232,0.63442,0.26717,0.82868,0.000187092,0.000187092,0.000187092
128,29757.4,0.58773,0.28241,0.8014,0.99195,1,0.995,0.8587,0.62161,0.26694,0.8273,0.00017976,0.00017976,0.00017976
129,29968.8,0.58448,0.28273,0.79887,0.99321,1,0.995,0.86407,0.63443,0.27639,0.82857,0.000172427,0.000172427,0.000172427
130,30174.7,0.57248,0.2792,0.7962,0.99311,1,0.995,0.86776,0.6219,0.27414,0.82733,0.000165095,0.000165095,0.000165095
131,30383.8,0.58584,0.28131,0.80253,0.99573,1,0.995,0.86551,0.62833,0.26604,0.82837,0.000157762,0.000157762,0.000157762
132,30577.5,0.58141,0.28223,0.80081,0.99342,1,0.995,0.87536,0.63092,0.2757,0.82825,0.000150429,0.000150429,0.000150429
133,30775.6,0.57691,0.28278,0.79818,0.99255,1,0.995,0.86642,0.61305,0.26988,0.82724,0.000143097,0.000143097,0.000143097
134,30969.2,0.57825,0.28003,0.80139,0.99315,1,0.995,0.86553,0.62209,0.27308,0.82735,0.000135764,0.000135764,0.000135764
135,31163.6,0.56943,0.27963,0.79712,0.99344,1,0.995,0.87262,0.62515,0.27147,0.828,0.000128432,0.000128432,0.000128432
136,31363.8,0.57466,0.28153,0.79728,0.99264,1,0.995,0.87261,0.62357,0.2696,0.82764,0.000121099,0.000121099,0.000121099
137,31564.8,0.5781,0.28014,0.79805,0.99257,1,0.995,0.8648,0.6205,0.26814,0.82714,0.000113766,0.000113766,0.000113766
138,31764.3,0.57587,0.28031,0.80101,0.99341,1,0.995,0.86563,0.62452,0.26912,0.8281,0.000106434,0.000106434,0.000106434
139,31960.2,0.56691,0.27524,0.80042,0.99265,1,0.995,0.86932,0.61933,0.26663,0.82739,9.91012e-05,9.91012e-05,9.91012e-05
140,32153.7,0.55511,0.27292,0.79704,0.99378,1,0.995,0.86572,0.62327,0.27092,0.82784,9.17686e-05,9.17686e-05,9.17686e-05
141,32341.9,0.56215,0.27157,0.79722,0.99378,0.9997,0.995,0.85941,0.6339,0.27563,0.82866,8.4436e-05,8.4436e-05,8.4436e-05
142,32530.9,0.55312,0.2686,0.79788,0.9917,0.99932,0.995,0.86709,0.63543,0.2744,0.82812,7.71034e-05,7.71034e-05,7.71034e-05
143,32719.7,0.54827,0.26633,0.79426,0.99228,0.99929,0.995,0.86029,0.63806,0.27346,0.82817,6.97708e-05,6.97708e-05,6.97708e-05
144,32906,0.55085,0.26625,0.79828,0.99175,0.99927,0.995,0.86637,0.62816,0.27256,0.82774,6.24382e-05,6.24382e-05,6.24382e-05
145,33090.2,0.54524,0.26385,0.79635,0.99362,0.99944,0.995,0.86225,0.64084,0.27307,0.82859,5.51056e-05,5.51056e-05,5.51056e-05
146,33274.4,0.53782,0.26349,0.79335,0.99302,0.9996,0.995,0.86135,0.62662,0.2727,0.82718,4.7773e-05,4.7773e-05,4.7773e-05
147,33461.8,0.54574,0.26419,0.79645,0.99308,0.99951,0.995,0.86338,0.62988,0.27151,0.82807,4.04404e-05,4.04404e-05,4.04404e-05
148,33650.5,0.53412,0.25937,0.79557,0.99328,0.99956,0.995,0.86817,0.62808,0.27183,0.8282,3.31078e-05,3.31078e-05,3.31078e-05
149,33844.4,0.5474,0.26347,0.79703,0.99292,0.99968,0.995,0.86807,0.6314,0.27229,0.82827,2.57752e-05,2.57752e-05,2.57752e-05
150,34032.3,0.53831,0.2631,0.79347,0.99282,0.99973,0.995,0.86441,0.63207,0.27114,0.82846,1.84426e-05,1.84426e-05,1.84426e-05
