epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,16678.5,0.28571,0.1785,0.78297,0.99978,1,0.995,0.91477,0.41941,0.18309,0.80627,0.0009176,0.0009176,0.0009176
84,16879.8,0.28592,0.1787,0.78324,0.99978,1,0.995,0.92117,0.39318,0.18952,0.80401,0.0009044,0.0009044,0.0009044
85,17084.8,0.2972,0.17947,0.78661,0.99977,1,0.995,0.9242,0.39555,0.18699,0.80401,0.0008912,0.0008912,0.0008912
86,17296.7,0.28684,0.18056,0.78216,0.99978,1,0.995,0.94418,0.37746,0.16375,0.80506,0.000878,0.000878,0.000878
87,17509.6,0.28428,0.1792,0.79032,0.9997,1,0.995,0.93967,0.38365,0.17744,0.80609,0.0008648,0.0008648,0.0008648
88,17718.6,0.28345,0.1783,0.78507,0.99975,1,0.995,0.94225,0.38433,0.18133,0.80462,0.0008516,0.0008516,0.0008516
89,17952.5,0.2872,0.18077,0.78646,0.99978,1,0.995,0.92135,0.4064,0.1904,0.80959,0.0008384,0.0008384,0.0008384
90,18165.8,0.28914,0.17802,0.7903,0.99978,1,0.995,0.93411,0.38685,0.17298,0.80608,0.0008252,0.0008252,0.0008252
91,18376.5,0.27838,0.17603,0.78388,0.99976,1,0.995,0.95408,0.3512,0.17049,0.80432,0.000812,0.000812,0.000812
92,18588.5,0.27991,0.17605,0.78618,0.99977,1,0.995,0.94402,0.36144,0.17395,0.80588,0.0007988,0.0007988,0.0007988
93,18794.8,0.28872,0.1779,0.7828,0.99976,1,0.995,0.92451,0.37877,0.16859,0.80578,0.0007856,0.0007856,0.0007856
94,19002.5,0.27382,0.17187,0.78107,0.99977,1,0.995,0.93046,0.3708,0.15513,0.80407,0.0007724,0.0007724,0.0007724
95,19212.4,0.27173,0.1704,0.78764,0.99977,1,0.995,0.93502,0.38082,0.16985,0.80512,0.0007592,0.0007592,0.0007592
96,19422.3,0.26923,0.16918,0.778,0.99976,1,0.995,0.94179,0.38213,0.16865,0.80585,0.000746,0.000746,0.000746
97,19627.3,0.26826,0.16769,0.7864,0.99978,1,0.995,0.94278,0.36039,0.16477,0.80312,0.0007328,0.0007328,0.0007328
98,19835.6,0.28216,0.17513,0.78508,0.99978,1,0.995,0.95636,0.37115,0.17043,0.8041,0.0007196,0.0007196,0.0007196
99,20041,0.26517,0.16946,0.78258,0.99978,1,0.995,0.93469,0.37352,0.16242,0.80423,0.0007064,0.0007064,0.0007064
100,20257.7,0.28247,0.17223,0.78357,0.99978,1,0.995,0.95051,0.36285,0.1701,0.80533,0.0006932,0.0006932,0.0006932
101,20464.8,0.27831,0.16853,0.78904,0.99978,1,0.995,0.92663,0.37934,0.18213,0.80509,0.00068,0.00068,0.00068
102,20679.9,0.26873,0.16596,0.78491,0.99977,1,0.995,0.93249,0.37989,0.15142,0.80622,0.0006668,0.0006668,0.0006668
103,20890.1,0.27283,0.16831,0.78708,0.99977,1,0.995,0.9218,0.40399,0.16956,0.80689,0.0006536,0.0006536,0.0006536
104,21094.2,0.2668,0.16414,0.78654,0.99978,1,0.995,0.91703,0.38855,0.15426,0.80453,0.0006404,0.0006404,0.0006404
105,21298.9,0.27137,0.16707,0.78333,0.99979,1,0.995,0.9325,0.36992,0.15871,0.80541,0.0006272,0.0006272,0.0006272
106,21511.5,0.27158,0.16716,0.78485,0.99978,1,0.995,0.92342,0.38007,0.15672,0.80519,0.000614,0.000614,0.000614
107,21719.1,0.27621,0.16685,0.78376,0.99977,1,0.995,0.93433,0.38305,0.1535,0.80661,0.0006008,0.0006008,0.0006008
108,21923.2,0.26196,0.16277,0.7842,0.99979,1,0.995,0.93972,0.35155,0.16239,0.80504,0.0005876,0.0005876,0.0005876
109,22135.5,0.26723,0.16705,0.78604,0.99978,1,0.995,0.93399,0.36103,0.16513,0.80506,0.0005744,0.0005744,0.0005744
110,22346.8,0.26545,0.16342,0.78495,0.99979,1,0.995,0.93725,0.37781,0.16295,0.80525,0.0005612,0.0005612,0.0005612
111,22552.6,0.26279,0.16199,0.77881,0.99979,1,0.995,0.95422,0.36588,0.14813,0.80379,0.000548,0.000548,0.000548
112,22760,0.26666,0.16333,0.78475,0.99979,1,0.995,0.92228,0.40155,0.17479,0.80514,0.0005348,0.0005348,0.0005348
113,22962,0.27306,0.16478,0.7819,0.99979,1,0.995,0.95006,0.36335,0.14486,0.80423,0.0005216,0.0005216,0.0005216
114,23162.1,0.26129,0.16403,0.77929,0.99979,1,0.995,0.93444,0.38054,0.16603,0.80348,0.0005084,0.0005084,0.0005084
115,23364.1,0.26057,0.1623,0.78474,0.99977,1,0.995,0.94397,0.36793,0.14716,0.80469,0.0004952,0.0004952,0.0004952
116,23567.7,0.25883,0.15772,0.77728,0.99977,1,0.995,0.92045,0.38845,0.14896,0.80507,0.000482,0.000482,0.000482
117,23767.2,0.24707,0.15652,0.78296,0.99976,1,0.995,0.94448,0.35078,0.15397,0.80307,0.0004688,0.0004688,0.0004688
118,23970.7,0.25291,0.15732,0.77907,0.99976,1,0.995,0.92873,0.36575,0.14774,0.80329,0.0004556,0.0004556,0.0004556
119,24173.3,0.24554,0.15408,0.77994,0.99977,1,0.995,0.93097,0.39484,0.17294,0.80562,0.0004424,0.0004424,0.0004424
120,24377.7,0.2669,0.15972,0.78497,0.99978,1,0.995,0.93068,0.36613,0.14961,0.80425,0.0004292,0.0004292,0.0004292
121,24579.8,0.25158,0.1563,0.78176,0.99979,1,0.995,0.93531,0.37539,0.14039,0.80304,0.000416,0.000416,0.000416
122,24782.6,0.26001,0.15669,0.78503,0.99979,1,0.995,0.92825,0.36044,0.14967,0.80286,0.0004028,0.0004028,0.0004028
123,25003.8,0.25533,0.15482,0.78554,0.99979,1,0.995,0.95055,0.35308,0.14147,0.80315,0.0003896,0.0003896,0.0003896
124,25210.3,0.25488,0.15388,0.78291,0.99979,1,0.995,0.93138,0.35942,0.15417,0.80237,0.0003764,0.0003764,0.0003764
125,25419.5,0.2503,0.15345,0.78611,0.99978,1,0.995,0.91996,0.38068,0.15747,0.80489,0.0003632,0.0003632,0.0003632
126,25619.9,0.24828,0.15187,0.7829,0.99978,1,0.995,0.95378,0.33957,0.15561,0.80294,0.00035,0.00035,0.00035
